time,x,y,theta,encoder_l,encoder_r,angular_velocity,linear_acceleration,fault
0.02,0.04760370216204205,-0.10608492593108208,5.134187945711025,0.10896512535543601,0.12249231011756707,2.2653581661375606,0.12364395520677107,torque_degradation
0.04,0.09697521262601669,-0.2164820511183808,5.132926449623466,0.22647154953131904,0.244458222457287,-0.08820546751464017,0.05570693526415552,torque_degradation
0.06,0.1494715752420636,-0.32124975047598464,5.1768953624518925,0.3396196447161519,0.36874904367788824,2.2525414569734368,-0.1264512955370748,torque_degradation
0.08,0.2068578619000014,-0.42954843108310836,5.199660949203948,0.4562646127039534,0.49523434750956086,1.2555118434678882,0.0933446157209292,torque_degradation
0.1,0.2631528968112269,-0.5393535358851023,5.186130164978982,0.5814183440493484,0.6174546805759281,-0.6840761371008072,0.0033254532551566063,torque_degradation
0.12000000000000001,0.32859222685158507,-0.6421091302806937,5.279460349855664,0.6896352132547781,0.7509163993652248,4.694638322500441,-0.21129387303043107,torque_degradation
0.13999999999999999,0.39972791003597913,-0.7438899227441375,5.322383485387371,0.8105234588063133,0.8781614835423877,2.131659981551734,-0.03719022008390067,torque_degradation
0.16,0.4661642874712133,-0.847857657682957,5.28099922243832,0.9387473862136391,0.9988119142572088,-2.0900588719901774,0.05076625715755634,torque_degradation
0.18,0.531237605816545,-0.9432100739070103,5.31123950159019,1.0491157816391663,1.1190347773004015,1.597963747885722,0.02936399601993263,torque_degradation
0.19999999999999998,0.6024155984451407,-1.0422604637265869,5.335491944594619,1.1656028720478975,1.2443366348236709,1.2634761168255746,0.08582207508881734,torque_degradation
0.22,0.6690068160483333,-1.134030580716939,5.340110477184725,1.2769961970134995,1.3598482154769975,0.27412528998884916,0.06891788462033746,torque_degradation
0.24,0.7442539874446518,-1.2371910434680933,5.342587421586141,1.4012571962958922,1.4840254489340696,0.09754713230260269,-0.10035582297992117,torque_degradation
0.26,0.8214108826664757,-1.334709921303575,5.381740729830385,1.5194116684409247,1.6104985716389684,1.9650279504178905,0.15605262151341476,torque_degradation
0.28,0.9023038577772873,-1.4263297329781668,5.435687144178592,1.637072011165485,1.7407814106754689,2.742459633660843,-0.08978093524654045,torque_degradation
0.30000000000000004,0.9756220270927093,-1.5168830051171054,5.3929978565266845,1.7590646653120008,1.8510839534170092,-2.090966790731449,-0.08820202923079279,torque_degradation
0.32,1.062662337732027,-1.6051278620643192,5.490915328190894,1.865859894853816,1.9917135464960571,4.883529698569377,-0.01808634920946964,torque_degradation
