time,x,y,theta,encoder_left,encoder_right,imu_gyro,imu_ax,imu_ay,label
0.01,0.004939077081013335,-7.890334571672763e-06,-0.0015975308200156192,0.005098836465542567,0.004779330301539443,-0.15433372312847662,0.5035152950964831,0.448920017666133,gyro_bias
0.02,0.0102058768875482,-2.0969749692534975e-05,-0.0024833653668122294,0.010454235967248706,0.00995756289388626,-0.09053441305391156,0.5718101267550082,0.5281718786731278,gyro_bias
0.03,0.015249281487871148,-3.3623953643406606e-05,-0.0025090545771036038,0.01550022536365329,0.014998414448232567,0.002590953311082239,0.4904208103042518,0.4649192831128798,gyro_bias
0.04,0.020198874258181315,-6.285953697646011e-05,-0.005906595693796358,0.020789658587269066,0.019608339448509794,-0.34642819983133877,0.5239494363054837,0.46954905445965683,gyro_bias
0.05,0.02515541726956117,-9.52482570941048e-05,-0.0065344452884975235,0.025809092379655365,0.02450220332195586,-0.05781894409261495,0.4711572640434321,0.5037957273438227,gyro_bias
0.060000000000000005,0.030328624764495618,-0.00012494012103731248,-0.0057394832777126455,0.030902888881723524,0.029754992226181,0.08531393360314944,0.5282529015030311,0.5464072080416139,gyro_bias
0.07,0.035051841161271496,-0.00016535551627212743,-0.008556543995600577,0.03590798425939686,0.03419667546027675,-0.2775086033008774,0.5404343233829103,0.4669232482751401,gyro_bias
0.08,0.03996780521020377,-0.00020738890418277588,-0.008550177177100243,0.04082349132403084,0.039113455888610794,0.013008207465145378,0.5042111834444116,0.4951374190805089,gyro_bias
0.09,0.04494182022745082,-0.0002657847028095568,-0.011739634021208065,0.04611679480227757,0.04376886799803596,-0.3176304111331753,0.5275922508731089,0.48678183183351675,gyro_bias
0.09999999999999999,0.04998054113085895,-0.00032803456591334917,-0.01235367021682066,0.051217303837277024,0.0487465697939129,-0.047094705227067775,0.5053025794060811,0.49821268644935585,gyro_bias
0.10999999999999999,0.055206532112240525,-0.0004056467739720597,-0.014850102706456814,0.05669351435284319,0.05372349381155184,-0.24832203518313511,0.5313172649970905,0.479833400749589,gyro_bias
0.11999999999999998,0.060129830913649415,-0.00047168198662255964,-0.013411993819678475,0.061473445104144445,0.058791046340208764,0.15672212697843457,0.4875353647561878,0.5021262600039592,gyro_bias
0.12999999999999998,0.06526770865655945,-0.0005343834291385203,-0.012203157253730678,0.06649082177298901,0.06405019032224288,0.1362771977081024,0.506640374332623,0.530003631471987,gyro_bias
0.13999999999999999,0.07050802190840356,-0.0005935537116254324,-0.011290883807788015,0.07164024172617987,0.06938206496462228,0.10354819168152607,0.5165558643056872,0.5636839294873002,gyro_bias
0.15,0.07551595394518727,-0.0006400504957669278,-0.009284360848885828,0.076447737315085,0.07459086514530784,0.21705619605139026,0.50548712170949,0.5255291751723461,gyro_bias
0.16,0.08044778718734555,-0.000692636946561721,-0.010662253863364338,0.08151764020639111,0.07938518943371825,-0.12311196877531014,0.5013583943026249,0.49625593941997437,gyro_bias
0.17,0.08535875138833025,-0.0007381548248902444,-0.009268358125271945,0.08628942577307533,0.08443575414802094,0.15898101871206063,0.45391668477185265,0.491664526056,gyro_bias
0.18000000000000002,0.0902743584420104,-0.0007935632654634039,-0.011271465248537,0.09140565580954424,0.08915136275983684,-0.1849892587023843,0.4970222070675141,0.4517937188475035,gyro_bias
0.19000000000000003,0.09544782413402363,-0.0008488119657036401,-0.010678837624650078,0.09652015373792161,0.0943843862129916,0.07793650789184667,0.5169512502043847,0.5087427840386803,gyro_bias
0.20000000000000004,0.10046260106403346,-0.0008997914853236841,-0.0101655097097849,0.10148385699507717,0.0994507550531202,0.07175856052882668,0.49552017805818716,0.5219765219839428,gyro_bias
0.21000000000000005,0.10517264584475464,-0.000940434285048745,-0.008628748328640459,0.10604040098701698,0.10431465132128889,0.1750534234893326,0.4386200369690561,0.5074546172046038,gyro_bias
0.22000000000000006,0.11014318011463492,-0.0009806066278623567,-0.008081921575609857,0.11095641491733987,0.10934003060221792,0.08054101098116845,0.4886542580608877,0.5026841628880233,gyro_bias
0.23000000000000007,0.11535091905580068,-0.001018265438155678,-0.0072311907954490055,0.11607921694010405,0.11463297878101426,0.10961977366965045,0.5448962237469898,0.5626023070774753,gyro_bias
0.24000000000000007,0.12050314005065799,-0.0010542269912838314,-0.006979702383018133,0.1212064145946968,0.11981047411809319,0.0402266860570427,0.512566567575896,0.5326307467690102,gyro_bias
0.25000000000000006,0.12525471776422664,-0.0010890224372841852,-0.007322793847983811,0.1259924288552703,0.12452787008567354,-0.004732508956107918,0.48720135758493316,0.44750635874996086,gyro_bias
