time,x,y,theta,encoder_left,encoder_right,imu_gyro,imu_ax,imu_ay,label
0.01,0.0049175264671162825,-2.499515937505179e-06,-0.0005082871925478544,0.0049683558216070504,0.00486669838309748,-0.04882696102542184,0.5172202670900037,0.4740591208771839,partial_stall
0.02,0.01005759641212161,-7.458759089944074e-06,-0.0009648198695120873,0.01015408142669715,0.009961117452794734,-0.04810430400702678,0.5383271387497073,0.4884975185561516,partial_stall
0.03,0.01493833150438936,-5.975629252193282e-06,0.0003038742656715583,0.014907947330789033,0.014968722183923346,0.12638223624395886,0.45806537233128275,0.48644076380005846,partial_stall
0.04,0.017488636514297447,5.58585532393305e-05,0.024241049574272654,0.015065284309281219,0.01991349422413575,2.391051950920331,0.03957622005745396,0.5226131723823549,partial_stall
0.05,0.022392283020313094,0.00016330201670279097,0.021907426268147318,0.02020347009785842,0.024584955351487883,-0.22769833053667146,0.49714932137529433,0.4620633674980112,partial_stall
0.060000000000000005,0.027442243058386113,0.00026976853670572656,0.02107952328303735,0.025337342607739174,0.029553247264346643,-0.08718356524950076,0.5533074926217598,0.4953695679300785,partial_stall
0.07,0.03258052926562853,0.0003666362676115629,0.01884991488142095,0.03069950265641847,0.03446948563270266,-0.22846652628613023,0.5228212432739143,0.51231610802783,partial_stall
0.08,0.03782486830629736,0.0004656832675941693,0.018884214979190433,0.035941346927524154,0.03971818992336224,0.00519016351368314,0.501506864611045,0.5196249148314435,partial_stall
0.09,0.04295644882985028,0.0005640672193215822,0.019169902807289696,0.04104530170254279,0.044879282264000724,0.03009141898986766,0.4989538620558888,0.4995622471751298,partial_stall
0.09999999999999999,0.048077740855462965,0.0006626902473574908,0.019255070561176552,0.04615902647878587,0.050010040591021175,0.0012745104404407372,0.5069590006265688,0.5361842314924575,partial_stall
0.10999999999999999,0.050631152093297084,0.0007691952654359466,0.04168671116853083,0.046471493899382106,0.05480883613308826,2.2497217469062245,0.019922003129880468,0.5020655483778776,partial_stall
0.11999999999999998,0.05551728166218969,0.0009779075107767346,0.04268929894605444,0.05126182025690362,0.0597996800461145,0.08802488649340481,0.4986112143005215,0.509767406539148,partial_stall
0.12999999999999998,0.06062001034861692,0.0011952926707004378,0.04257600293429715,0.05638050693929489,0.06489570752615431,-0.009578416823325667,0.47874595307090845,0.5245127127763055,partial_stall
0.13999999999999999,0.06559953793883903,0.0014142264550347425,0.043938480462312586,0.06122859735958174,0.07001629345204424,0.12917341968578266,0.4554890558783306,0.49444697807325483,partial_stall
0.15,0.07054599409160231,0.0016375423928773462,0.04511601717910131,0.06606233825816185,0.07508554169398209,0.12128831724273878,0.4686977665370845,0.5044393722133147,partial_stall
0.16,0.07546814045422406,0.0018533721358628312,0.04382063444053851,0.07111875254964103,0.07988287943774872,-0.12594075551677655,0.5048704338491561,0.459789981556442,partial_stall
0.17,0.08058424273154634,0.002087345567067322,0.045700907771340296,0.07605217482370645,0.0851923563779745,0.18327410815960093,0.47494518059505714,0.4868417093758193,partial_stall
0.18000000000000002,0.08558131728556667,0.002319674032412211,0.046459439424434264,0.0809787941085208,0.09027068199340764,0.07946618036906386,0.507109718475038,0.5174397873343941,partial_stall
0.19000000000000003,0.0905958604254458,0.002551475720522894,0.0461930002189547,0.08602533592885912,0.09526393597265005,-0.025218794172392058,0.5101011768402802,0.5064015236478193,partial_stall
0.20000000000000004,0.09581863503897237,0.0027882546875787674,0.04530483581913131,0.09134229151608474,0.10040325867991098,-0.08377927600763813,0.5218634770987984,0.5390967113465845,partial_stall
0.21000000000000005,0.09825583482665816,0.0029677958234631185,0.07353414803557737,0.09096316426050825,0.10566999386762371,2.8245357598617695,-0.08520373275702012,0.5298252668167144,partial_stall
