time,x,y,theta,encoder_l,encoder_r,angular_velocity,linear_acceleration,fault
0.02,0.08872671776843774,0.0800448623108943,0.7340020127713863,0.11738383511590492,0.11572347938915603,0.08164947676702078,0.04379148793920908,normal
0.04,0.16582186220951145,0.1535191456006911,0.7613550128622955,0.221913226703152,0.2271396702861046,1.3815865397462685,-0.0727287687254162,normal
0.06,0.253958952699473,0.23482303413278438,0.7450920861091788,0.34882567145623067,0.34935074387143944,-0.8693435169361314,0.04633003210884909,normal
0.08,0.34060769688247894,0.31552425655329197,0.7498736887191536,0.46682983564508646,0.4685827183557562,0.2921015396180402,0.06798540740785693,normal
0.1,0.42029829869746915,0.3926471690857004,0.7690254683961968,0.5732226644458255,0.5844620521226829,0.9778136082777475,-0.07333642924452852,normal
0.12000000000000001,0.5071124627109174,0.484088719915317,0.8113515966479327,0.6914223723817133,0.715948187806924,2.1674374235854628,-0.0307749895759397,normal
0.13999999999999999,0.5799080050637156,0.5616508230584656,0.8170890359433685,0.797058857520047,0.8256201302301373,0.35479070407625407,0.12297579099693184,normal
0.16,0.6633620791109218,0.6535347525537145,0.8334389141385993,0.9183246466394488,0.9528938842143213,0.829704203331348,0.13133984269203122,normal
0.18,0.732815084263893,0.733340992145264,0.8546513462039357,1.0232097679334704,1.0656560763021428,1.0546023427278046,0.06157466269302219,normal
0.19999999999999998,0.8051873562065002,0.8265552776360681,0.9106075029613976,1.1314673908254649,1.1931214063670637,2.8120121052670357,0.1505465745653073,normal
0.22,0.8781482974222458,0.9128259809318249,0.8687917226538648,1.2505670602623224,1.2997999535493867,-2.164167479182714,-0.04158179665845138,normal
0.24,0.959189446820704,1.0072602392535595,0.8615751765295032,1.3802096741940932,1.4222428701755057,-0.37664463228976847,0.07430362386823457,normal
0.26,1.0338962801490452,1.0998630834197276,0.8919564056291887,1.4936336324087311,1.5476648088679945,1.446656343279614,0.10494948259726855,normal
0.28,1.1077000900515255,1.1928222239007658,0.899762567387755,1.612068242502207,1.666424332055042,0.3983124009932293,-0.02979939221427967,normal
0.30000000000000004,1.1886886756305453,1.2927790771112357,0.8898453450735786,1.7404711185494253,1.7957667972654185,-0.4677105340257401,-0.02565339678715774,normal
0.32,1.2681260072978155,1.3907693994638164,0.8895860395711397,1.8696428575819806,1.9207704831323942,-0.021151421638217666,0.14335690206217933,normal
0.34,1.3384601781597882,1.4848133222667683,0.9286492949579553,1.9834582124962619,2.0447084455985416,2.002446540232849,-0.15857441651928617,normal
0.36000000000000004,1.4164588413558996,1.5942150336501373,0.9514275378331998,2.1144933769972005,2.1841334137561303,1.1457023425425132,0.0689053198813931,normal
0.38,1.4931959894789113,1.6874388166296852,0.8820981196551847,2.244064491846029,2.2933273528403353,-3.4434989978319748,0.10948783431349668,normal
0.4,1.5690620151351082,1.7745853546297647,0.8544882838723,2.364043462025365,2.4022167060892072,-1.3492776973968235,-0.17862205156524366,normal
0.42000000000000004,1.6479203855909221,1.8575573648645851,0.8108121437469129,2.4846917838909146,2.5094150448113197,-2.2273732433916695,-0.14608766643550425,normal
0.44,1.730350434303933,1.9388562328515797,0.7784894098837581,2.6019266588624803,2.620755518755297,-1.6294640364765507,-0.12774034631998782,normal
0.46,1.8134741237381826,2.0159492717079606,0.7477753448630613,2.71971645471091,2.7288739792835517,-1.588606798792993,0.06702829971145523,normal
0.48000000000000004,1.9044557783674074,2.0957686877346355,0.7201386884510123,2.8449693120930264,2.8436045185479975,-1.4150679291313395,-0.0439629639583975,normal
0.5,1.9876847794394699,2.1790344365324974,0.7856188774153462,2.9492263909967225,2.9688723930155354,3.219627956304876,0.06668483632618846,normal
0.52,2.0751894773947237,2.256449925872261,0.7242980000823136,3.076673668279111,3.078644638893947,-3.094976380082078,0.16786925463901525,normal
0.54,2.155400116085487,2.3354623651690383,0.7778730182243421,3.183252389124936,3.19914731450679,2.627469980623466,0.15091170839080517,normal
0.56,2.239284790758727,2.41898384729846,0.7832286376110348,3.2990082606304907,3.3213948951126806,0.3602728195740766,-0.07327385521138009,normal
0.5800000000000001,2.3198167221509163,2.5005116198198833,0.7915429888611841,3.411795967799186,3.4370722061541885,0.43343476671078474,0.005045896749895716,normal
0.6,2.3984046022410968,2.5729728195823105,0.744859526491315,3.525787313667926,3.5382337841060085,-2.2994735495667062,0.09812776842640625,normal
0.62,2.480745900968893,2.6690236278875172,0.8620978315756787,3.6355804491713273,3.676936523887851,5.906633039470456,0.09035370251839836,normal
0.64,2.5595904448617595,2.753266398169522,0.8184863053823002,3.757803483387862,3.789528088755556,-2.096120310778169,0.22695210961568144,normal
0.66,2.64442831674425,2.8382831085457485,0.7864510547900292,3.8844071011440544,3.9024909415613305,-1.6655059093304914,0.04858218805687656,normal
0.68,2.7250419545109246,2.9290801464748686,0.8447377859116804,3.9936788698443095,4.035508126091479,2.8854635808723104,0.07774157283555687,normal
0.7000000000000001,2.8026095471810257,3.0104127075936424,0.809087656720077,4.112123654337845,4.144993247313273,-1.676373610094842,0.05683433499900641,normal
0.7200000000000001,2.877998359321432,3.088630481298418,0.8038130104458665,4.220736298271632,4.255730059161683,-0.26390007655500747,0.09966708532379245,normal
0.74,2.9607530345620505,3.1872748622747613,0.8727704568650992,4.343028315325677,4.400503541296112,3.4867519660930704,-0.05248999814625055,normal
0.76,3.0406579471332735,3.288853273951823,0.9042594153598941,4.46533172494051,4.532365076652981,1.5703724715299614,-0.052979953098557034,normal
0.78,3.1168980081506756,3.3861926821620916,0.9063591349756143,4.591206812704621,4.6537295996801475,0.11269719563133938,-0.018853093443837128,normal
0.8,3.189384321573538,3.481959372806851,0.9228904695661933,4.711823151753002,4.774673164844473,0.8028396044939836,0.09597982655221667,normal
0.8200000000000001,3.2678791326678733,3.569487835495941,0.8397565192976448,4.842591951745142,4.880980268787884,-4.175440577634505,0.1415616500782308,normal
0.8400000000000001,3.3471334086976396,3.656740558009155,0.8333979643290025,4.959841995794275,4.995692700845405,-0.35999745009070117,0.08885717591746432,normal
